"Order No","Region","Zone","Order Date","Week"
"181955974","Kolkata","East","15-06-2020","Week 1"
"181955974","Kolkata","East","15-06-2020","Week 1"
"181955974","Kolkata","East","15-06-2020","Week 1"
"181955974","Kolkata","East","15-06-2020","Week 1"
"181955974","Kolkata","East","15-06-2020","Week 1"
"182059755","WB UPC South","West","15-06-2020","Week 1"
"182059755","WB UPC South","West","15-06-2020","Week 1"
"182059755","WB UPC South","West","15-06-2020","Week 1"
"182142368","Cuttack","East","15-06-2020","Week 1"
"182250606","Raipur","East","15-06-2020","Week 1"
"182250606","Raipur","East","15-06-2020","Week 1"
"181913754","Raipur","East","15-06-2020","Week 1"
"181913754","Raipur","East","15-06-2020","Week 1"
"182154700","Guwahati","East","15-06-2020","Week 1"
"182154700","Guwahati","East","15-06-2020","Week 1"
"182154700","Guwahati","East","15-06-2020","Week 1"
"181921057","Kolkata","East","15-06-2020","Week 1"
"181921057","Kolkata","East","15-06-2020","Week 1"
"182266686","Cuttack","East","15-06-2020","Week 1"
"181935114","Cuttack","East","15-06-2020","Week 1"
"181935114","Cuttack","East","15-06-2020","Week 1"
"182016485","Guwahati","East","15-06-2020","Week 1"
"182016485","Guwahati","East","15-06-2020","Week 1"
"182016485","Guwahati","East","15-06-2020","Week 1"
"182111865","WB UPC North","West","15-06-2020","Week 1"
"182110436","Cuttack","East","15-06-2020","Week 1"
"182110436","Cuttack","East","15-06-2020","Week 1"
"182049236","Kolkata","East","15-06-2020","Week 1"
"182049236","Kolkata","East","15-06-2020","Week 1"
"181932948","Cuttack","East","15-06-2020","Week 1"
"182022368","Cuttack","East","15-06-2020","Week 1"
"181991557","Guwahati","East","15-06-2020","Week 1"
"181991557","Guwahati","East","15-06-2020","Week 1"
"181982158","Raipur","East","15-06-2020","Week 1"
"182217128","Raipur","East","15-06-2020","Week 1"
"182031454","Raipur","East","15-06-2020","Week 1"
"182031454","Raipur","East","15-06-2020","Week 1"
"182180859","Cuttack","East","15-06-2020","Week 1"
"181964510","Guwahati","East","15-06-2020","Week 1"
"181964510","Guwahati","East","15-06-2020","Week 1"
"182156747","Guwahati","East","15-06-2020","Week 1"
"182057554","Cuttack","East","15-06-2020","Week 1"
"182057554","Cuttack","East","15-06-2020","Week 1"
"182067648","Cuttack","East","15-06-2020","Week 1"
"182005682","Cuttack","East","15-06-2020","Week 1"
"181996254","Kolkata","East","15-06-2020","Week 1"
"181932984","Cuttack","East","15-06-2020","Week 1"
"182155203","Cuttack","East","15-06-2020","Week 1"
"182046450","WB UPC South","West","15-06-2020","Week 1"
"182046450","WB UPC South","West","15-06-2020","Week 1"
"182046450","WB UPC South","West","15-06-2020","Week 1"
"181948324","Raipur","East","15-06-2020","Week 1"
"181920680","Kolkata","East","15-06-2020","Week 1"
"182042929","Raipur","East","15-06-2020","Week 1"
"182150928","Raipur","East","15-06-2020","Week 1"
"182016380","Raipur","East","15-06-2020","Week 1"
"182016380","Raipur","East","15-06-2020","Week 1"
"182016380","Raipur","East","15-06-2020","Week 1"
"182138417","WB UPC North","West","15-06-2020","Week 1"
"182138417","WB UPC North","West","15-06-2020","Week 1"
"182097457","Guwahati","East","15-06-2020","Week 1"
"182255382","Kolkata","East","15-06-2020","Week 1"
"182280749","Raipur","East","15-06-2020","Week 1"
"181971232","WB UPC South","West","15-06-2020","Week 1"
"182043950","Raipur","East","15-06-2020","Week 1"
"182204805","Raipur","East","15-06-2020","Week 1"
"181913148","Cuttack","East","15-06-2020","Week 1"
"181913148","Cuttack","East","15-06-2020","Week 1"
"182014146","Raipur","East","15-06-2020","Week 1"
"182014146","Raipur","East","15-06-2020","Week 1"
"181956038","Cuttack","East","15-06-2020","Week 1"
"181956038","Cuttack","East","15-06-2020","Week 1"
"182089759","Raipur","East","15-06-2020","Week 1"
"181927674","WB UPC South","West","15-06-2020","Week 1"
"181988266","Cuttack","East","15-06-2020","Week 1"
"181988266","Cuttack","East","15-06-2020","Week 1"
"181988266","Cuttack","East","15-06-2020","Week 1"
"182298263","WB UPC South","West","15-06-2020","Week 1"
"182298263","WB UPC South","West","15-06-2020","Week 1"
"182085397","WB UPC South","West","15-06-2020","Week 1"
"182216676","Raipur","East","15-06-2020","Week 1"
"182172502","Cuttack","East","15-06-2020","Week 1"
"181991832","Raipur","East","15-06-2020","Week 1"
"182154503","Guwahati","East","15-06-2020","Week 1"
"182049668","Guwahati","East","15-06-2020","Week 1"
"182157146","Raipur","East","15-06-2020","Week 1"
"182157146","Raipur","East","15-06-2020","Week 1"
"181997160","Cuttack","East","15-06-2020","Week 1"
"181949753","WB UPC South","West","15-06-2020","Week 1"
"181949753","WB UPC South","West","15-06-2020","Week 1"
"182003924","WB UPC South","West","15-06-2020","Week 1"
"182003924","WB UPC South","West","15-06-2020","Week 1"
"182120215","Kolkata","East","15-06-2020","Week 1"
"181953985","Cuttack","East","15-06-2020","Week 1"
"182021341","Guwahati","East","15-06-2020","Week 1"
"182021341","Guwahati","East","15-06-2020","Week 1"
"182021341","Guwahati","East","15-06-2020","Week 1"
"182021341","Guwahati","East","15-06-2020","Week 1"
"182284497","Cuttack","East","15-06-2020","Week 1"
"182224252","Kolkata","East","15-06-2020","Week 1"
"182102840","Raipur","East","15-06-2020","Week 1"
"181917090","Kolkata","East","15-06-2020","Week 1"
"181917090","Kolkata","East","15-06-2020","Week 1"
"181978230","Cuttack","East","15-06-2020","Week 1"
"181930139","WB UPC South","West","15-06-2020","Week 1"
"181930139","WB UPC South","West","15-06-2020","Week 1"
"182044371","Cuttack","East","15-06-2020","Week 1"
"182079286","Raipur","East","15-06-2020","Week 1"
"181919530","Cuttack","East","15-06-2020","Week 1"
"182192609","Kolkata","East","15-06-2020","Week 1"
"181919723","WB UPC South","West","15-06-2020","Week 1"
"181930808","Cuttack","East","15-06-2020","Week 1"
"181921752","WB UPC South","West","15-06-2020","Week 1"
"182131282","Cuttack","East","15-06-2020","Week 1"
"182131282","Cuttack","East","15-06-2020","Week 1"
"181919657","WB UPC South","West","15-06-2020","Week 1"
"181944397","Raipur","East","15-06-2020","Week 1"
"181944397","Raipur","East","15-06-2020","Week 1"
"181944397","Raipur","East","15-06-2020","Week 1"
"182036528","Guwahati","East","15-06-2020","Week 1"
"182036528","Guwahati","East","15-06-2020","Week 1"
"182323739","Kolkata","East","15-06-2020","Week 1"
"181942680","WB UPC North","West","15-06-2020","Week 1"
"181942680","WB UPC North","West","15-06-2020","Week 1"
"181921908","Kolkata","East","15-06-2020","Week 1"
"182131719","WB UPC South","West","15-06-2020","Week 1"
"182070124","Cuttack","East","15-06-2020","Week 1"
"182323740","Kolkata","East","15-06-2020","Week 1"
"181976337","WB UPC North","West","15-06-2020","Week 1"
"182028786","Guwahati","East","15-06-2020","Week 1"
"182073912","Cuttack","East","15-06-2020","Week 1"
"181955983","WB UPC South","West","15-06-2020","Week 1"
"181992295","Raipur","East","15-06-2020","Week 1"
"182234807","Raipur","East","15-06-2020","Week 1"
"182234807","Raipur","East","15-06-2020","Week 1"
"182325750","Cuttack","East","15-06-2020","Week 1"
"182325750","Cuttack","East","15-06-2020","Week 1"
"181994035","Raipur","East","15-06-2020","Week 1"
"181994035","Raipur","East","15-06-2020","Week 1"
"181918285","Kolkata","East","15-06-2020","Week 1"
"181920650","Cuttack","East","15-06-2020","Week 1"
"181927732","Cuttack","East","15-06-2020","Week 1"
"181923113","Kolkata","East","15-06-2020","Week 1"
"182104169","Raipur","East","15-06-2020","Week 1"
"182257064","Raipur","East","15-06-2020","Week 1"
"182257064","Raipur","East","15-06-2020","Week 1"
"182257064","Raipur","East","15-06-2020","Week 1"
"182126244","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"182031364","Raipur","East","15-06-2020","Week 1"
"181961833","Raipur","East","15-06-2020","Week 1"
"181960996","Kolkata","East","15-06-2020","Week 1"
"181960996","Kolkata","East","15-06-2020","Week 1"
"181960996","Kolkata","East","15-06-2020","Week 1"
"181947160","Cuttack","East","15-06-2020","Week 1"
"182065964","WB UPC North","West","15-06-2020","Week 1"
"181996294","Cuttack","East","15-06-2020","Week 1"
"181996294","Cuttack","East","15-06-2020","Week 1"
"182035992","Cuttack","East","15-06-2020","Week 1"
"181961020","Cuttack","East","15-06-2020","Week 1"
"181913936","Raipur","East","15-06-2020","Week 1"
"181990581","Cuttack","East","15-06-2020","Week 1"
"181990581","Cuttack","East","15-06-2020","Week 1"
"181990581","Cuttack","East","15-06-2020","Week 1"
"182269595","Raipur","East","15-06-2020","Week 1"
"182269595","Raipur","East","15-06-2020","Week 1"
"182199037","Kolkata","East","15-06-2020","Week 1"
"182199037","Kolkata","East","15-06-2020","Week 1"
"182199037","Kolkata","East","15-06-2020","Week 1"
"182199037","Kolkata","East","15-06-2020","Week 1"
"182156659","Cuttack","East","15-06-2020","Week 1"
"182273641","Cuttack","East","15-06-2020","Week 1"
"182154877","Guwahati","East","15-06-2020","Week 1"
"182022321","WB UPC South","West","15-06-2020","Week 1"
"182310090","Cuttack","East","15-06-2020","Week 1"
"182310090","Cuttack","East","15-06-2020","Week 1"
"182060820","WB UPC North","West","15-06-2020","Week 1"
"181923097","Cuttack","East","15-06-2020","Week 1"
"181923097","Cuttack","East","15-06-2020","Week 1"
"182159191","Cuttack","East","15-06-2020","Week 1"
"182039729","Raipur","East","15-06-2020","Week 1"
"182175065","Raipur","East","15-06-2020","Week 1"
"181952412","Raipur","East","15-06-2020","Week 1"
"181928037","WB UPC South","West","15-06-2020","Week 1"
"182147027","Guwahati","East","15-06-2020","Week 1"
"182147027","Guwahati","East","15-06-2020","Week 1"
"182147027","Guwahati","East","15-06-2020","Week 1"
"182147027","Guwahati","East","15-06-2020","Week 1"
"181991531","WB UPC South","West","15-06-2020","Week 1"
"182000982","Kolkata","East","15-06-2020","Week 1"
"181949663","WB UPC South","West","15-06-2020","Week 1"
"182044856","Kolkata","East","15-06-2020","Week 1"
"182017230","Kolkata","East","15-06-2020","Week 1"
"181956253","Guwahati","East","15-06-2020","Week 1"
"181937376","Kolkata","East","15-06-2020","Week 1"
"182137530","Raipur","East","15-06-2020","Week 1"
"182150970","Guwahati","East","15-06-2020","Week 1"
"182236815","Raipur","East","15-06-2020","Week 1"
"182093473","WB UPC South","West","15-06-2020","Week 1"
"182093473","WB UPC South","West","15-06-2020","Week 1"
"182093473","WB UPC South","West","15-06-2020","Week 1"
"182093473","WB UPC South","West","15-06-2020","Week 1"
"182022196","Raipur","East","15-06-2020","Week 1"
"182014416","Raipur","East","15-06-2020","Week 1"
"182284904","Raipur","East","15-06-2020","Week 1"
"182013418","Kolkata","East","15-06-2020","Week 1"
"182165098","Raipur","East","15-06-2020","Week 1"
"181938921","WB UPC South","West","15-06-2020","Week 1"
"182047136","WB UPC South","West","15-06-2020","Week 1"
"181921011","WB UPC South","West","15-06-2020","Week 1"
"182042250","WB UPC North","West","15-06-2020","Week 1"
"181963432","Kolkata","East","15-06-2020","Week 1"
"181963432","Kolkata","East","15-06-2020","Week 1"
"181963432","Kolkata","East","15-06-2020","Week 1"
"182170845","Cuttack","East","15-06-2020","Week 1"
"181991139","Cuttack","East","15-06-2020","Week 1"
"182200926","Raipur","East","15-06-2020","Week 1"
"182091099","WB UPC South","West","15-06-2020","Week 1"
"182125335","WB UPC South","West","15-06-2020","Week 1"
"182125335","WB UPC South","West","15-06-2020","Week 1"
"181976156","Cuttack","East","15-06-2020","Week 1"
"181976156","Cuttack","East","15-06-2020","Week 1"
"181973166","Cuttack","East","15-06-2020","Week 1"
"181997887","Guwahati","East","15-06-2020","Week 1"
"181997887","Guwahati","East","15-06-2020","Week 1"
"181997887","Guwahati","East","15-06-2020","Week 1"
"181997887","Guwahati","East","15-06-2020","Week 1"
"181997887","Guwahati","East","15-06-2020","Week 1"
"182217323","Raipur","East","15-06-2020","Week 1"
"182093698","Raipur","East","15-06-2020","Week 1"
"181978526","Guwahati","East","15-06-2020","Week 1"
"181912882","Cuttack","East","15-06-2020","Week 1"
"181912882","Cuttack","East","15-06-2020","Week 1"
"181912882","Cuttack","East","15-06-2020","Week 1"
"181912882","Cuttack","East","15-06-2020","Week 1"
"182004274","Cuttack","East","15-06-2020","Week 1"
"182004274","Cuttack","East","15-06-2020","Week 1"
"182004274","Cuttack","East","15-06-2020","Week 1"
"181991476","Raipur","East","15-06-2020","Week 1"
"181991476","Raipur","East","15-06-2020","Week 1"
"181954790","Raipur","East","15-06-2020","Week 1"
"181954790","Raipur","East","15-06-2020","Week 1"
"182093326","WB UPC South","West","15-06-2020","Week 1"
"182015932","Kolkata","East","15-06-2020","Week 1"
"181916814","Kolkata","East","15-06-2020","Week 1"
"181916814","Kolkata","East","15-06-2020","Week 1"
"181916814","Kolkata","East","15-06-2020","Week 1"
"181916814","Kolkata","East","15-06-2020","Week 1"
"181916814","Kolkata","East","15-06-2020","Week 1"
"182017080","Raipur","East","15-06-2020","Week 1"
"182017080","Raipur","East","15-06-2020","Week 1"
"182285807","WB UPC North","West","15-06-2020","Week 1"
"181941566","WB UPC South","West","15-06-2020","Week 1"
"181928266","Cuttack","East","15-06-2020","Week 1"
"181915697","Cuttack","East","15-06-2020","Week 1"
"182208469","WB UPC North","West","15-06-2020","Week 1"
"181920708","Kolkata","East","15-06-2020","Week 1"
"181920708","Kolkata","East","15-06-2020","Week 1"
"182248224","Kolkata","East","15-06-2020","Week 1"
"182248224","Kolkata","East","15-06-2020","Week 1"
"182248224","Kolkata","East","15-06-2020","Week 1"
"182248224","Kolkata","East","15-06-2020","Week 1"
"181994716","Raipur","East","15-06-2020","Week 1"
"182078383","Raipur","East","15-06-2020","Week 1"
"182058990","Cuttack","East","15-06-2020","Week 1"
"181926550","Raipur","East","15-06-2020","Week 1"
"181912971","Cuttack","East","15-06-2020","Week 1"
"181912971","Cuttack","East","15-06-2020","Week 1"
"181912971","Cuttack","East","15-06-2020","Week 1"
"181985673","WB UPC South","West","15-06-2020","Week 1"
"182034751","Cuttack","East","15-06-2020","Week 1"
"182034751","Cuttack","East","15-06-2020","Week 1"
"182034751","Cuttack","East","15-06-2020","Week 1"
"182034751","Cuttack","East","15-06-2020","Week 1"
"182015042","Raipur","East","15-06-2020","Week 1"
"182060417","Kolkata","East","15-06-2020","Week 1"
"182060417","Kolkata","East","15-06-2020","Week 1"
"181988277","WB UPC South","West","15-06-2020","Week 1"
"182078525","Cuttack","East","15-06-2020","Week 1"
"182105040","Cuttack","East","15-06-2020","Week 1"
"181961784","Raipur","East","15-06-2020","Week 1"
"182072127","Raipur","East","15-06-2020","Week 1"
"181916683","Cuttack","East","15-06-2020","Week 1"
"181916683","Cuttack","East","15-06-2020","Week 1"
"181916683","Cuttack","East","15-06-2020","Week 1"
"181916683","Cuttack","East","15-06-2020","Week 1"
"182014122","Kolkata","East","15-06-2020","Week 1"
"182093575","Kolkata","East","15-06-2020","Week 1"
"181995519","Cuttack","East","15-06-2020","Week 1"
"181995519","Cuttack","East","15-06-2020","Week 1"
"182249647","Raipur","East","15-06-2020","Week 1"
"182249647","Raipur","East","15-06-2020","Week 1"
"182010358","Raipur","East","15-06-2020","Week 1"
"182158191","Guwahati","East","15-06-2020","Week 1"
"182158191","Guwahati","East","15-06-2020","Week 1"
"182158191","Guwahati","East","15-06-2020","Week 1"
"182145735","Cuttack","East","15-06-2020","Week 1"
"182031209","Kolkata","East","15-06-2020","Week 1"
"182157961","Cuttack","East","15-06-2020","Week 1"
"182050111","Guwahati","East","15-06-2020","Week 1"
"182050111","Guwahati","East","15-06-2020","Week 1"
"181914177","Raipur","East","15-06-2020","Week 1"
"181914177","Raipur","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"182106251","Cuttack","East","15-06-2020","Week 1"
"181957845","Kolkata","East","15-06-2020","Week 1"
"182023515","Raipur","East","15-06-2020","Week 1"
"182092458","Cuttack","East","15-06-2020","Week 1"
"182092458","Cuttack","East","15-06-2020","Week 1"
"182017872","WB UPC South","West","15-06-2020","Week 1"
"182121072","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"181962467","Raipur","East","15-06-2020","Week 1"
"182143356","Raipur","East","15-06-2020","Week 1"
"182143356","Raipur","East","15-06-2020","Week 1"
"182114204","Raipur","East","15-06-2020","Week 1"
"182101848","Cuttack","East","15-06-2020","Week 1"
"181997966","Raipur","East","15-06-2020","Week 1"
"182239435","WB UPC South","West","15-06-2020","Week 1"
"182128962","Raipur","East","15-06-2020","Week 1"
"181975834","Cuttack","East","15-06-2020","Week 1"
"181917112","WB UPC North","West","15-06-2020","Week 1"
"182084703","Raipur","East","15-06-2020","Week 1"
"181929716","Cuttack","East","15-06-2020","Week 1"
"181927198","Raipur","East","15-06-2020","Week 1"
"182108625","Cuttack","East","15-06-2020","Week 1"
"182108625","Cuttack","East","15-06-2020","Week 1"
"181922905","Raipur","East","15-06-2020","Week 1"
"182323741","Kolkata","East","15-06-2020","Week 1"
"182086707","Raipur","East","15-06-2020","Week 1"
"182091762","Raipur","East","15-06-2020","Week 1"
"182091762","Raipur","East","15-06-2020","Week 1"
"182165173","Raipur","East","15-06-2020","Week 1"
"182165173","Raipur","East","15-06-2020","Week 1"
"181974787","Kolkata","East","15-06-2020","Week 1"
"182138538","Raipur","East","15-06-2020","Week 1"
"182152454","Raipur","East","15-06-2020","Week 1"
"182174329","Raipur","East","15-06-2020","Week 1"
"182174329","Raipur","East","15-06-2020","Week 1"
"182174329","Raipur","East","15-06-2020","Week 1"
"182174329","Raipur","East","15-06-2020","Week 1"
"181942066","Cuttack","East","15-06-2020","Week 1"
"181942066","Cuttack","East","15-06-2020","Week 1"
"181942066","Cuttack","East","15-06-2020","Week 1"
"181941324","Kolkata","East","15-06-2020","Week 1"
"182011860","Kolkata","East","15-06-2020","Week 1"
"182011860","Kolkata","East","15-06-2020","Week 1"
"182112341","Cuttack","East","15-06-2020","Week 1"
"182266631","Cuttack","East","15-06-2020","Week 1"
"182266631","Cuttack","East","15-06-2020","Week 1"
"181938676","WB UPC South","West","15-06-2020","Week 1"
"181938676","WB UPC South","West","15-06-2020","Week 1"
"181938676","WB UPC South","West","15-06-2020","Week 1"
"182021233","Cuttack","East","15-06-2020","Week 1"
"182167324","Cuttack","East","15-06-2020","Week 1"
"182048592","Raipur","East","15-06-2020","Week 1"
"182277736","WB UPC North","West","15-06-2020","Week 1"
"182124218","WB UPC North","West","15-06-2020","Week 1"
"182124218","WB UPC North","West","15-06-2020","Week 1"
"182143970","Raipur","East","15-06-2020","Week 1"
"182176230","Raipur","East","15-06-2020","Week 1"
"182103806","Kolkata","East","15-06-2020","Week 1"
"182036228","WB UPC South","West","15-06-2020","Week 1"
"181913015","Raipur","East","15-06-2020","Week 1"
"181913015","Raipur","East","15-06-2020","Week 1"
"182080311","Raipur","East","15-06-2020","Week 1"
"182116997","Cuttack","East","15-06-2020","Week 1"
"182002488","WB UPC South","West","15-06-2020","Week 1"
"182002488","WB UPC South","West","15-06-2020","Week 1"
"182104593","WB UPC South","West","15-06-2020","Week 1"
"182104593","WB UPC South","West","15-06-2020","Week 1"
"182104593","WB UPC South","West","15-06-2020","Week 1"
"182091733","Kolkata","East","15-06-2020","Week 1"
"181943157","Raipur","East","15-06-2020","Week 1"
"182105760","WB UPC North","West","15-06-2020","Week 1"
"182105760","WB UPC North","West","15-06-2020","Week 1"
"182148160","Guwahati","East","15-06-2020","Week 1"
"182148160","Guwahati","East","15-06-2020","Week 1"
"182071852","Raipur","East","15-06-2020","Week 1"
"182013358","Raipur","East","15-06-2020","Week 1"
"181950203","Cuttack","East","15-06-2020","Week 1"
"181916419","WB UPC South","West","15-06-2020","Week 1"
"181943541","WB UPC South","West","15-06-2020","Week 1"
"181932436","WB UPC South","West","15-06-2020","Week 1"
"181914181","Raipur","East","15-06-2020","Week 1"
"182066764","Raipur","East","15-06-2020","Week 1"
"182066764","Raipur","East","15-06-2020","Week 1"
"182266218","Cuttack","East","15-06-2020","Week 1"
"182147258","Raipur","East","15-06-2020","Week 1"
"182271337","Raipur","East","15-06-2020","Week 1"
"182271337","Raipur","East","15-06-2020","Week 1"
"181978408","Guwahati","East","15-06-2020","Week 1"
"181981332","Raipur","East","15-06-2020","Week 1"
"182052576","Kolkata","East","15-06-2020","Week 1"
"182217229","Raipur","East","15-06-2020","Week 1"
"181961707","WB UPC South","West","15-06-2020","Week 1"
"181928300","Cuttack","East","15-06-2020","Week 1"
"181922931","Cuttack","East","15-06-2020","Week 1"
"182285928","Raipur","East","15-06-2020","Week 1"
"181921533","Raipur","East","15-06-2020","Week 1"
"182083347","Raipur","East","15-06-2020","Week 1"
"181956472","Guwahati","East","15-06-2020","Week 1"
"182162163","Raipur","East","15-06-2020","Week 1"
"182162163","Raipur","East","15-06-2020","Week 1"
"181916876","Cuttack","East","15-06-2020","Week 1"
"181916876","Cuttack","East","15-06-2020","Week 1"
"182051720","Raipur","East","15-06-2020","Week 1"
"181958509","Kolkata","East","15-06-2020","Week 1"
"181938152","Raipur","East","15-06-2020","Week 1"
"181950999","Kolkata","East","15-06-2020","Week 1"
"181950999","Kolkata","East","15-06-2020","Week 1"
"182274666","Cuttack","East","15-06-2020","Week 1"
"182161781","Raipur","East","15-06-2020","Week 1"
"182044005","Cuttack","East","15-06-2020","Week 1"
"182165010","Guwahati","East","15-06-2020","Week 1"
"182333728","Kolkata","East","16-06-2020","Week 1"
"182333728","Kolkata","East","16-06-2020","Week 1"
"182523556","Raipur","East","16-06-2020","Week 1"
"182641139","Cuttack","East","16-06-2020","Week 1"
"182335266","Cuttack","East","16-06-2020","Week 1"
"182335266","Cuttack","East","16-06-2020","Week 1"
"182335266","Cuttack","East","16-06-2020","Week 1"
"182475780","Raipur","East","16-06-2020","Week 1"
"182366473","WB UPC South","West","16-06-2020","Week 1"
"182510501","Raipur","East","16-06-2020","Week 1"
"182500618","Cuttack","East","16-06-2020","Week 1"
"182500618","Cuttack","East","16-06-2020","Week 1"
"182404974","Cuttack","East","16-06-2020","Week 1"
"182352881","Cuttack","East","16-06-2020","Week 1"
"182418063","Cuttack","East","16-06-2020","Week 1"
"182404590","WB UPC South","West","16-06-2020","Week 1"
"182326710","Cuttack","East","16-06-2020","Week 1"
"182488143","Cuttack","East","16-06-2020","Week 1"
"182488143","Cuttack","East","16-06-2020","Week 1"
"182488143","Cuttack","East","16-06-2020","Week 1"
"182507085","Raipur","East","16-06-2020","Week 1"
"182540170","Guwahati","East","16-06-2020","Week 1"
"182540170","Guwahati","East","16-06-2020","Week 1"
"182715373","Kolkata","East","16-06-2020","Week 1"
"182425998","Raipur","East","16-06-2020","Week 1"
"182504886","Cuttack","East","16-06-2020","Week 1"
"182504886","Cuttack","East","16-06-2020","Week 1"
"182440270","Guwahati","East","16-06-2020","Week 1"
"182595601","Guwahati","East","16-06-2020","Week 1"
"182595601","Guwahati","East","16-06-2020","Week 1"
"182595601","Guwahati","East","16-06-2020","Week 1"
"182452355","Kolkata","East","16-06-2020","Week 1"
"182392409","Raipur","East","16-06-2020","Week 1"
"182441788","WB UPC North","West","16-06-2020","Week 1"
"182441788","WB UPC North","West","16-06-2020","Week 1"
"182382757","WB UPC South","West","16-06-2020","Week 1"
"182347522","WB UPC South","West","16-06-2020","Week 1"
"182325620","Raipur","East","16-06-2020","Week 1"
"182325620","Raipur","East","16-06-2020","Week 1"
"182325620","Raipur","East","16-06-2020","Week 1"
"182578148","WB UPC South","West","16-06-2020","Week 1"
"182575152","Cuttack","East","16-06-2020","Week 1"
"182575152","Cuttack","East","16-06-2020","Week 1"
"182575152","Cuttack","East","16-06-2020","Week 1"
"182425223","Cuttack","East","16-06-2020","Week 1"
"182361699","Raipur","East","16-06-2020","Week 1"
"182388973","WB UPC South","West","16-06-2020","Week 1"
"182641628","Guwahati","East","16-06-2020","Week 1"
"182466920","Cuttack","East","16-06-2020","Week 1"
"182414157","Raipur","East","16-06-2020","Week 1"
"182519460","Guwahati","East","16-06-2020","Week 1"
"182556746","Raipur","East","16-06-2020","Week 1"
"182369499","Cuttack","East","16-06-2020","Week 1"
"182529984","Raipur","East","16-06-2020","Week 1"
"182529984","Raipur","East","16-06-2020","Week 1"
"182657155","Guwahati","East","16-06-2020","Week 1"
"182456168","Raipur","East","16-06-2020","Week 1"
"182456168","Raipur","East","16-06-2020","Week 1"
"182506455","Cuttack","East","16-06-2020","Week 1"
"182506455","Cuttack","East","16-06-2020","Week 1"
"182642056","Raipur","East","16-06-2020","Week 1"
"182642437","Guwahati","East","16-06-2020","Week 1"
"182389941","Kolkata","East","16-06-2020","Week 1"
"182504924","Cuttack","East","16-06-2020","Week 1"
"182504924","Cuttack","East","16-06-2020","Week 1"
"182334246","Cuttack","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182334329","Kolkata","East","16-06-2020","Week 1"
"182370992","Guwahati","East","16-06-2020","Week 1"
"182370992","Guwahati","East","16-06-2020","Week 1"
"182370992","Guwahati","East","16-06-2020","Week 1"
"182520376","Kolkata","East","16-06-2020","Week 1"
"182439581","Raipur","East","16-06-2020","Week 1"
"182407503","Raipur","East","16-06-2020","Week 1"
"182407503","Raipur","East","16-06-2020","Week 1"
"182426635","Raipur","East","16-06-2020","Week 1"
"182415142","Raipur","East","16-06-2020","Week 1"
"182373938","Guwahati","East","16-06-2020","Week 1"
"182373938","Guwahati","East","16-06-2020","Week 1"
"182393216","Kolkata","East","16-06-2020","Week 1"
"182393216","Kolkata","East","16-06-2020","Week 1"
"182393216","Kolkata","East","16-06-2020","Week 1"
"182393016","Kolkata","East","16-06-2020","Week 1"
"182365571","Cuttack","East","16-06-2020","Week 1"
"182706486","Raipur","East","16-06-2020","Week 1"
"182664360","Cuttack","East","16-06-2020","Week 1"
"182369389","Kolkata","East","16-06-2020","Week 1"
"182334080","Cuttack","East","16-06-2020","Week 1"
"182667966","Kolkata","East","16-06-2020","Week 1"
"182667966","Kolkata","East","16-06-2020","Week 1"
"182459194","Kolkata","East","16-06-2020","Week 1"
"182459194","Kolkata","East","16-06-2020","Week 1"
"182459194","Kolkata","East","16-06-2020","Week 1"
"182459194","Kolkata","East","16-06-2020","Week 1"
"182439786","Raipur","East","16-06-2020","Week 1"
"182439786","Raipur","East","16-06-2020","Week 1"
"182407593","Cuttack","East","16-06-2020","Week 1"
"182407593","Cuttack","East","16-06-2020","Week 1"
